Дата	Отдел.Код	Товар.Код	Час	Количество	Сумма
25.04.2004	2	58040	14	1	
25.04.2004	2	71804	15	1	
25.04.2004	2	79107	21	1	
25.04.2004	2	83563	20	1	
26.04.2004	1	21269	16	1	
26.04.2004	1	24910	10	1	
26.04.2004	1	28092	20	1	
26.04.2004	1	32585	10	1	
26.04.2004	1	33338	17	1	
26.04.2004	1	36259	10	1	
26.04.2004	1	36259	20	1	
26.04.2004	1	54311	18	1	
26.04.2004	1	70284	20	1	
26.04.2004	1	71804	14	2	
26.04.2004	2	27498	18	1	
26.04.2004	2	28092	15	1	
26.04.2004	2	32560	19	5	
26.04.2004	2	71804	10	1	
26.04.2004	2	83149	19	2	
26.04.2004	2	83480	12	5	
26.04.2004	2	83563	19	1	
27.04.2004	1	828	13	2	
27.04.2004	1	11308	14	1	
27.04.2004	1	11824	14	1	
27.04.2004	1	25445	19	1	
27.04.2004	1	28558	17	3	
27.04.2004	1	28560	17	1	
27.04.2004	1	33068	11	1	
27.04.2004	1	33338	17	1	
27.04.2004	1	33448	16	1	
27.04.2004	1	43699	15	1	
27.04.2004	1	50837	10	1	
27.04.2004	1	58040	15	1	
27.04.2004	1	62773	9	1	
27.04.2004	1	79052	16	1	
27.04.2004	1	82545	11	1	
27.04.2004	1	82616	17	1	
27.04.2004	2	2290	17	1	
27.04.2004	2	31051	13	1	
27.04.2004	2	43699	17	1	
27.04.2004	2	43699	18	3	
28.04.2004	1	10648	16	1	
28.04.2004	1	11931	18	2	
28.04.2004	1	14185	14	1	
28.04.2004	1	14185	18	1	
28.04.2004	1	20529	15	1	
28.04.2004	1	21269	12	1	
28.04.2004	1	24061	15	1	
28.04.2004	1	32436	16	1	
28.04.2004	1	32560	20	2	
28.04.2004	1	36259	14	1	
28.04.2004	1	38453	19	1	
28.04.2004	1	40358	15	1	
28.04.2004	1	41527	18	1	
28.04.2004	1	71804	16	1	
28.04.2004	1	82154	9	1	
28.04.2004	1	82545	11	1	
28.04.2004	1	82545	20	1	
28.04.2004	2	11242	16	1	
28.04.2004	2	11829	18	10	
28.04.2004	2	28558	21	1	
28.04.2004	2	31636	17	1	
28.04.2004	2	33068	20	1	
28.04.2004	2	33530	12	2	
28.04.2004	2	40345	12	1	
28.04.2004	2	57168	18	1	
28.04.2004	2	73817	20	2	
28.04.2004	2	73817	21	1	
28.04.2004	2	83215	20	1	
29.04.2004	1	1148	20	1	
29.04.2004	1	14185	18	1	
29.04.2004	1	24909	14	1	
29.04.2004	1	24910	14	1	
29.04.2004	1	32560	12	1	
29.04.2004	1	32560	15	1	
29.04.2004	1	33530	12	1	
29.04.2004	1	33530	14	1	
29.04.2004	1	51407	19	1	
29.04.2004	1	52458	10	1	
29.04.2004	1	56777	20	1	
29.04.2004	1	58590	19	1	
29.04.2004	1	71804	17	1	
29.04.2004	1	82154	20	1	
29.04.2004	1	82545	18	1	
29.04.2004	1	83149	15	1	
29.04.2004	2	28551	13	2	
29.04.2004	2	28558	19	2	
29.04.2004	2	32435	16	1	
29.04.2004	2	36259	15	1	
29.04.2004	2	36259	19	1	
29.04.2004	2	41528	17	1	
29.04.2004	2	43699	17	2	
29.04.2004	2	79038	12	1	
30.04.2004	1	1151	18	1	
30.04.2004	1	13840	17	2	
30.04.2004	1	14185	9	1	
30.04.2004	1	14185	15	1	
30.04.2004	1	21269	15	1	
30.04.2004	1	27490	12	1	
30.04.2004	1	33342	19	1	
30.04.2004	1	33448	15	2	
30.04.2004	1	33530	12	1	
30.04.2004	1	33530	13	5	
30.04.2004	1	36259	12	1	
30.04.2004	1	45810	14	1	
30.04.2004	1	62773	12	1	
30.04.2004	1	78981	15	1	
30.04.2004	1	79052	13	7	
30.04.2004	1	79052	18	2	
30.04.2004	1	79052	19	1	
30.04.2004	2	21270	13	1	
30.04.2004	2	31052	12	1	
30.04.2004	2	31052	17	1	
30.04.2004	2	31052	21	1	
30.04.2004	2	32560	16	1	
30.04.2004	2	32560	19	1	
30.04.2004	2	33530	20	1	
30.04.2004	2	38453	20	1	
30.04.2004	2	71804	13	1	
30.04.2004	2	73817	19	1	
01.05.2004	1	828	13	1	
01.05.2004	1	11846	10	15	
01.05.2004	1	13840	16	1	
01.05.2004	1	20529	17	1	
01.05.2004	1	28092	10	1	
01.05.2004	1	28092	14	1	
01.05.2004	1	32436	10	1	
01.05.2004	1	33342	12	1	
01.05.2004	1	33342	17	1	
01.05.2004	1	36259	14	1	
01.05.2004	1	74841	19	2	
01.05.2004	1	82545	17	1	
01.05.2004	2	828	18	1	
01.05.2004	2	27490	16	1	
01.05.2004	2	28092	15	1	
01.05.2004	2	31051	16	1	
01.05.2004	2	32560	18	1	
01.05.2004	2	33068	15	1	
01.05.2004	2	33340	19	1	
01.05.2004	2	36259	13	1	
01.05.2004	2	43699	13	2	
01.05.2004	2	82545	17	1	
01.05.2004	2	83149	17	1	
02.05.2004	1	28092	9	1	
02.05.2004	1	32560	16	2	
02.05.2004	1	33340	14	1	
02.05.2004	1	43699	19	3	
02.05.2004	1	45911	17	1	
02.05.2004	1	82154	17	1	
02.05.2004	2	21270	12	1	
02.05.2004	2	31052	12	1	
02.05.2004	2	31052	14	1	
02.05.2004	2	31052	18	1	
02.05.2004	2	32560	13	1	
02.05.2004	2	33068	19	1	
02.05.2004	2	38453	17	1	
02.05.2004	2	40345	11	1	
02.05.2004	2	83215	16	1	
03.05.2004	1	32560	15	1	
03.05.2004	1	33448	10	1	
03.05.2004	1	33530	10	1	
03.05.2004	1	52458	15	1	
03.05.2004	1	58592	10	1	
03.05.2004	1	65840	15	1	
03.05.2004	1	71804	17	1	
03.05.2004	2	828	15	1	
03.05.2004	2	828	16	1	
03.05.2004	2	27498	17	1	
03.05.2004	2	31052	13	1	
03.05.2004	2	31052	17	1	
03.05.2004	2	38452	13	1	
03.05.2004	2	83149	19	1	
03.05.2004	2	83480	20	2	
04.05.2004	1	828	13	3	
04.05.2004	1	10650	14	1	
04.05.2004	1	11824	18	1	
04.05.2004	1	11931	18	1	
04.05.2004	1	31050	13	1	
04.05.2004	1	52458	11	1	
04.05.2004	2	828	14	1	
04.05.2004	2	31052	16	1	
04.05.2004	2	31052	19	1	
04.05.2004	2	33340	19	1	
04.05.2004	2	33340	20	1	
04.05.2004	2	33530	16	1	
04.05.2004	2	82545	19	1	
04.05.2004	2	83454	19	1	
05.05.2004	1	1145	9	1	
05.05.2004	1	11824	15	1	
05.05.2004	1	11824	18	1	
05.05.2004	1	20011	13	1	
05.05.2004	1	24909	14	1	
05.05.2004	1	28551	20	2	
05.05.2004	1	28560	20	2	
05.05.2004	1	31052	12	1	
05.05.2004	1	32560	15	2	
05.05.2004	1	45816	18	1	
05.05.2004	1	45911	17	1	
05.05.2004	1	50837	15	1	
05.05.2004	1	51001	17	1	
05.05.2004	1	52458	10	1	
05.05.2004	1	52458	11	1	
05.05.2004	1	73820	18	2	
05.05.2004	1	78981	14	1	
05.05.2004	1	79052	12	4	
05.05.2004	2	10350	19	1	
05.05.2004	2	25445	19	1	
05.05.2004	2	40345	14	1	
06.05.2004	1	11824	11	1	
06.05.2004	1	11824	16	1	
06.05.2004	1	11931	11	1	
06.05.2004	1	14185	18	1	
06.05.2004	1	19337	18	1	
06.05.2004	1	21269	12	1	
06.05.2004	1	21269	19	1	
06.05.2004	1	24910	16	4	
06.05.2004	1	33340	12	1	
06.05.2004	1	40349	9	1	
06.05.2004	1	66644	16	1	
06.05.2004	1	71804	18	2	
06.05.2004	1	78981	12	1	
06.05.2004	1	79107	18	1	
06.05.2004	1	83149	12	1	
06.05.2004	2	828	18	1	
06.05.2004	2	32560	11	2	
06.05.2004	2	51407	19	1	
07.05.2004	1	1151	19	1	
07.05.2004	1	11824	10	1	
07.05.2004	1	11824	15	1	
07.05.2004	1	14185	16	1	
07.05.2004	1	21269	18	1	
07.05.2004	1	31052	18	1	
07.05.2004	1	32560	15	2	
07.05.2004	1	33530	11	2	
07.05.2004	1	40349	19	1	
07.05.2004	1	40358	19	1	
07.05.2004	1	45911	14	1	
07.05.2004	1	52458	14	1	
07.05.2004	1	57168	18	1	
07.05.2004	1	69349	14	1	
07.05.2004	1	71804	15	1	
07.05.2004	1	82545	20	1	
07.05.2004	1	83454	16	1	
07.05.2004	2	11829	17	3	
07.05.2004	2	31052	16	1	
07.05.2004	2	33338	20	1	
07.05.2004	2	33530	19	1	
07.05.2004	2	56777	16	1	
07.05.2004	2	57168	18	1	
07.05.2004	2	79038	13	1	
08.05.2004	1	11846	12	10	
08.05.2004	1	13840	17	1	
08.05.2004	1	24061	17	1	
08.05.2004	1	33530	9	1	
08.05.2004	1	36259	13	1	
08.05.2004	1	65840	9	1	
08.05.2004	1	79052	9	1	
08.05.2004	2	10350	12	1	
08.05.2004	2	11242	20	2	
08.05.2004	2	28092	20	1	
08.05.2004	2	32560	13	1	
08.05.2004	2	32560	15	1	
08.05.2004	2	33530	17	2	
08.05.2004	2	73820	11	1	
09.05.2004	1	21270	19	1	
09.05.2004	1	32427	10	1	
09.05.2004	1	32427	14	1	
09.05.2004	1	62773	11	1	
09.05.2004	1	70284	12	1	
10.05.2004	1	11824	12	1	
10.05.2004	1	36259	20	1	
10.05.2004	1	38453	11	1	
10.05.2004	1	40358	18	1	
10.05.2004	1	78981	13	1	
10.05.2004	1	83149	13	1	
10.05.2004	2	10350	13	1	
10.05.2004	2	31051	20	1	
10.05.2004	2	31054	13	1	
10.05.2004	2	32435	13	1	
10.05.2004	2	32560	18	1	
10.05.2004	2	45816	19	1	
10.05.2004	2	51407	19	1	
10.05.2004	2	73817	15	1	
10.05.2004	2	75406	12	1	
10.05.2004	2	82545	16	1	
11.05.2004	1	828	16	1	
11.05.2004	1	844	18	2	
11.05.2004	1	844	20	1	
11.05.2004	1	10258	13	1	
11.05.2004	1	11824	11	1	
11.05.2004	1	14185	16	1	
11.05.2004	1	14185	19	1	
11.05.2004	1	31052	20	1	
11.05.2004	1	32560	11	1	
11.05.2004	1	32560	12	2	
11.05.2004	1	51407	20	1	
11.05.2004	1	69349	10	1	
11.05.2004	1	73820	11	1	
11.05.2004	1	83149	10	1	
11.05.2004	1	83149	18	1	
11.05.2004	2	21270	18	1	
11.05.2004	2	28092	16	1	
11.05.2004	2	58040	15	2	
11.05.2004	2	79107	18	1	
11.05.2004	2	83383	18	1	
12.05.2004	1	2291	16	1	
12.05.2004	1	11824	18	2	
12.05.2004	1	12742	17	1	
12.05.2004	1	27490	10	1	
12.05.2004	1	38453	17	1	
12.05.2004	1	41527	16	1	
12.05.2004	1	45807	17	1	
12.05.2004	1	82154	13	1	
12.05.2004	2	10648	11	1	
12.05.2004	2	28558	16	1	
12.05.2004	2	31052	18	1	
12.05.2004	2	33338	17	1	
12.05.2004	2	33338	20	1	
12.05.2004	2	71804	17	2	
12.05.2004	2	71804	20	1	
12.05.2004	2	83052	13	1	
13.05.2004	1	828	9	1	
13.05.2004	1	2290	20	1	
13.05.2004	1	2827	10	1	
13.05.2004	1	11824	16	1	
13.05.2004	1	14185	14	1	
13.05.2004	1	14185	15	1	
13.05.2004	1	32560	11	1	
13.05.2004	1	45816	14	1	
13.05.2004	1	51407	19	1	
13.05.2004	1	52458	18	1	
13.05.2004	1	65840	9	1	
13.05.2004	1	65840	11	1	
13.05.2004	1	71804	20	1	
13.05.2004	1	78981	19	1	
13.05.2004	2	21269	19	1	
13.05.2004	2	21270	12	1	
13.05.2004	2	33050	11	1	
13.05.2004	2	40345	18	1	
13.05.2004	2	62773	17	1	
13.05.2004	2	79038	15	2	
14.05.2004	1	844	17	1	
14.05.2004	1	11931	16	1	
14.05.2004	1	14185	18	1	
14.05.2004	1	21269	11	1	
14.05.2004	1	21269	19	1	
14.05.2004	1	28558	20	1	
14.05.2004	1	31052	15	1	
14.05.2004	1	32427	20	1	
14.05.2004	1	32560	15	2	
14.05.2004	1	36259	11	1	
14.05.2004	1	43699	17	1	
14.05.2004	1	65840	12	1	
14.05.2004	1	71804	16	3	
14.05.2004	1	82545	17	1	
14.05.2004	1	82545	19	1	
14.05.2004	1	83149	19	1	
14.05.2004	2	62773	20	1	
14.05.2004	2	79038	16	1	
14.05.2004	2	79107	17	1	
14.05.2004	2	82545	20	1	
15.05.2004	1	828	16	1	
15.05.2004	1	14185	9	1	
15.05.2004	1	28560	16	1	
15.05.2004	1	36259	10	1	
15.05.2004	1	43699	13	2	
15.05.2004	1	45911	12	2	
15.05.2004	1	51407	13	1	
15.05.2004	1	52458	13	1	
15.05.2004	1	71804	9	1	
15.05.2004	1	79017	12	2	
15.05.2004	1	82545	13	1	
15.05.2004	2	31052	19	1	
15.05.2004	2	32560	12	1	
15.05.2004	2	32560	13	1	
15.05.2004	2	32560	19	3	
15.05.2004	2	33338	19	2	
15.05.2004	2	43699	12	1	
15.05.2004	2	82548	14	1	
15.05.2004	2	83052	17	1	
16.05.2004	1	21269	18	1	
16.05.2004	1	28092	13	1	
16.05.2004	1	32560	17	2	
16.05.2004	1	33340	16	1	
16.05.2004	1	43699	10	2	
16.05.2004	1	45816	17	1	
16.05.2004	1	50850	12	2	
16.05.2004	1	65840	14	1	
16.05.2004	1	71804	12	1	
16.05.2004	1	71804	20	1	
16.05.2004	1	78981	10	1	
16.05.2004	1	82616	17	1	
17.05.2004	1	1145	13	1	
17.05.2004	1	2290	19	1	
17.05.2004	1	11824	12	1	
17.05.2004	1	11931	8	1	
17.05.2004	1	11931	18	1	
17.05.2004	1	19337	18	1	
17.05.2004	1	31052	10	1	
17.05.2004	1	31052	11	1	
17.05.2004	1	78981	16	1	
17.05.2004	1	83383	18	1	
17.05.2004	2	11834	19	1	
17.05.2004	2	31052	17	1	
17.05.2004	2	31054	14	1	
17.05.2004	2	32560	12	1	
17.05.2004	2	32560	18	1	
17.05.2004	2	33338	13	1	
17.05.2004	2	36259	13	1	
17.05.2004	2	36259	19	1	
17.05.2004	2	38453	14	1	
17.05.2004	2	57168	11	1	
17.05.2004	2	66647	18	1	
17.05.2004	2	71804	19	1	
17.05.2004	2	83052	13	1	
18.05.2004	1	11824	17	1	
18.05.2004	1	11824	18	1	
18.05.2004	1	12742	13	1	
18.05.2004	1	19337	19	1	
18.05.2004	1	20475	19	1	
18.05.2004	1	24061	11	1	
18.05.2004	1	24910	18	1	
18.05.2004	1	24910	20	1	
18.05.2004	1	28560	10	1	
18.05.2004	1	32427	11	1	
18.05.2004	1	32435	20	1	
18.05.2004	1	33036	12	1	
18.05.2004	1	33448	15	1	
18.05.2004	1	36259	18	1	
18.05.2004	1	41527	12	1	
18.05.2004	1	45911	17	1	
18.05.2004	1	71804	12	1	
18.05.2004	1	78981	18	1	
18.05.2004	1	79017	17	2	
18.05.2004	1	79107	14	1	
18.05.2004	1	82545	16	2	
18.05.2004	1	83215	19	1	
18.05.2004	2	71804	18	1	
18.05.2004	2	82545	13	1	
18.05.2004	2	83052	14	1	
18.05.2004	2	83052	18	1	
18.05.2004	2	83383	14	1	
19.05.2004	1	11824	9	1	
19.05.2004	1	11931	18	1	
19.05.2004	1	12007	14	1	
19.05.2004	1	21269	19	1	
19.05.2004	1	24909	15	1	
19.05.2004	1	24910	18	4	
19.05.2004	1	32435	18	1	
19.05.2004	1	32560	15	1	
19.05.2004	1	33530	18	1	
19.05.2004	1	36259	14	1	
19.05.2004	1	36259	18	1	
19.05.2004	1	58040	11	1	
19.05.2004	1	69349	9	1	
19.05.2004	1	70284	10	1	
19.05.2004	1	71804	13	1	
19.05.2004	1	71804	15	1	
19.05.2004	1	83215	19	1	
19.05.2004	2	2291	16	1	
19.05.2004	2	10350	18	1	
19.05.2004	2	10350	20	1	
19.05.2004	2	10648	18	1	
19.05.2004	2	11834	20	1	
19.05.2004	2	14185	17	1	
19.05.2004	2	28560	13	1	
19.05.2004	2	33338	18	1	
19.05.2004	2	38453	14	1	
19.05.2004	2	83563	14	1	
20.05.2004	1	828	16	1	
20.05.2004	1	11931	13	1	
20.05.2004	1	27498	12	1	
20.05.2004	1	28092	11	1	
20.05.2004	1	31052	18	1	
20.05.2004	1	32435	18	1	
20.05.2004	1	33340	9	1	
20.05.2004	1	36259	17	1	
20.05.2004	1	45816	10	1	
20.05.2004	1	58040	18	1	
20.05.2004	1	78981	18	1	
20.05.2004	2	14185	17	1	
20.05.2004	2	21270	12	1	
20.05.2004	2	32560	16	2	
20.05.2004	2	33338	17	1	
20.05.2004	2	33340	19	1	
20.05.2004	2	57168	13	1	
20.05.2004	2	62773	20	1	
20.05.2004	2	79038	12	1	
21.05.2004	1	828	13	3	
21.05.2004	1	31052	11	1	
21.05.2004	1	31052	17	1	
21.05.2004	1	32560	16	3	
21.05.2004	1	33338	18	1	
21.05.2004	1	41527	20	1	
21.05.2004	1	45448	9	1	
21.05.2004	1	58592	18	1	
21.05.2004	1	75406	11	1	
21.05.2004	1	79017	18	1	
21.05.2004	1	83052	12	4	
21.05.2004	2	21270	12	1	
21.05.2004	2	32560	13	1	
21.05.2004	2	32560	17	1	
21.05.2004	2	33340	12	1	
21.05.2004	2	33340	15	1	
21.05.2004	2	33448	20	1	
21.05.2004	2	41527	17	1	
21.05.2004	2	43699	15	1	
21.05.2004	2	83480	14	2	
22.05.2004	1	2827	18	1	
22.05.2004	1	21269	11	1	
22.05.2004	1	52458	12	1	
22.05.2004	1	52458	15	1	
22.05.2004	1	58590	11	1	
22.05.2004	1	82545	19	1	
22.05.2004	2	828	11	1	
22.05.2004	2	11829	14	3	
22.05.2004	2	11834	13	2	
22.05.2004	2	21270	18	1	
22.05.2004	2	31050	20	1	
22.05.2004	2	32535	20	1	
22.05.2004	2	32560	17	1	
22.05.2004	2	51407	17	1	
22.05.2004	2	83215	20	1	
22.05.2004	2	83480	11	5	
23.05.2004	1	33338	17	1	
23.05.2004	1	34687	17	1	
23.05.2004	1	36259	15	1	
23.05.2004	1	52458	14	1	
23.05.2004	1	66005	10	1	
23.05.2004	1	79017	9	5	
23.05.2004	1	83480	13	10	
24.05.2004	1	11292	9	2	
24.05.2004	1	11308	17	1	
24.05.2004	1	11931	12	1	
24.05.2004	1	11931	19	1	
24.05.2004	1	31050	19	1	
24.05.2004	1	51407	12	1	
24.05.2004	1	51407	20	1	
24.05.2004	1	52458	20	1	
24.05.2004	1	65840	12	1	
24.05.2004	1	65841	20	1	
24.05.2004	1	73820	18	1	
24.05.2004	1	82545	14	1	
24.05.2004	2	10350	17	1	
24.05.2004	2	11834	15	1	
24.05.2004	2	28551	11	1	
24.05.2004	2	32427	18	1	
24.05.2004	2	33534	17	1	
24.05.2004	2	43699	19	3	
25.05.2004	1	828	12	1	
25.05.2004	1	828	19	1	
25.05.2004	1	1145	12	2	
25.05.2004	1	11824	11	1	
25.05.2004	1	11824	12	2	
25.05.2004	1	14185	19	1	
25.05.2004	1	32435	15	1	
25.05.2004	1	33448	9	1	
25.05.2004	1	36259	16	1	
25.05.2004	1	45809	17	1	
25.05.2004	1	51407	9	1	
25.05.2004	1	56777	12	1	
25.05.2004	1	57168	15	1	
25.05.2004	1	65840	20	1	
25.05.2004	1	71804	13	2	
25.05.2004	1	79017	17	2	
25.05.2004	1	82545	18	1	
25.05.2004	1	82545	20	1	
25.05.2004	1	83383	16	1	
25.05.2004	2	10650	12	1	
25.05.2004	2	13840	12	1	
25.05.2004	2	13840	19	2	
25.05.2004	2	24061	18	1	
25.05.2004	2	28551	14	1	
25.05.2004	2	32535	14	1	
25.05.2004	2	33448	17	1	
25.05.2004	2	57171	15	1	
25.05.2004	2	71804	14	1	
26.05.2004	1	849	19	2	
26.05.2004	1	11931	13	1	
26.05.2004	1	31050	17	1	
26.05.2004	1	36259	19	1	
26.05.2004	1	41527	15	1	
26.05.2004	1	57168	19	1	
26.05.2004	1	65841	9	1	
26.05.2004	1	71804	11	1	
26.05.2004	1	83480	10	10	
26.05.2004	2	2289	18	1	
26.05.2004	2	31054	19	1	
26.05.2004	2	33448	11	1	
26.05.2004	2	57168	18	1	
26.05.2004	2	83149	13	1	
27.05.2004	1	828	19	1	
27.05.2004	1	20529	14	1	
27.05.2004	1	31050	18	1	
27.05.2004	1	32273	19	1	
27.05.2004	1	36259	14	1	
27.05.2004	1	43728	11	1	
27.05.2004	2	2290	12	1	
27.05.2004	2	27490	20	1	
27.05.2004	2	32436	18	1	
27.05.2004	2	32535	21	3	
27.05.2004	2	38453	21	1	
27.05.2004	2	71804	18	1	
27.05.2004	2	74841	16	1	
27.05.2004	2	79038	12	1	
28.05.2004	1	32560	12	5	
28.05.2004	1	32560	19	1	
28.05.2004	1	45806	15	1	
28.05.2004	1	52458	17	1	
28.05.2004	1	71804	13	1	
28.05.2004	1	79017	12	1	
28.05.2004	1	79107	10	1	
28.05.2004	2	12007	10	1	
28.05.2004	2	33448	12	1	
28.05.2004	2	38453	15	1	
28.05.2004	2	43699	14	1	
28.05.2004	2	71804	14	1	
29.05.2004	1	11824	16	1	
29.05.2004	1	32560	18	5	
29.05.2004	1	33530	20	2	
29.05.2004	1	36259	18	1	
29.05.2004	1	74841	18	1	
29.05.2004	1	83052	18	1	
29.05.2004	2	12007	19	1	
30.05.2004	1	11824	12	1	
30.05.2004	1	21269	14	1	
30.05.2004	1	33338	12	1	
30.05.2004	1	45911	12	4	
30.05.2004	1	58040	12	1	
30.05.2004	2	849	20	1	
30.05.2004	2	25445	11	1	
30.05.2004	2	27498	21	1	
30.05.2004	2	36259	11	1	
30.05.2004	2	57168	15	1	
31.05.2004	1	828	16	2	
31.05.2004	1	828	19	1	
31.05.2004	1	11824	11	1	
31.05.2004	1	20013	17	1	
31.05.2004	1	24910	17	1	
31.05.2004	1	31052	12	1	
31.05.2004	1	31052	13	1	
31.05.2004	1	32560	10	1	
31.05.2004	1	32560	14	1	
31.05.2004	1	33530	19	2	
31.05.2004	1	36259	19	1	
31.05.2004	1	56777	12	1	
31.05.2004	1	56777	14	1	
31.05.2004	1	69349	9	1	
31.05.2004	1	79017	9	4	
31.05.2004	2	10350	19	1	
31.05.2004	2	10650	11	1	
31.05.2004	2	31050	13	1	
31.05.2004	2	83052	14	1	
31.05.2004	2	83052	18	1	
31.05.2004	2	83454	10	1	
01.06.2004	1	2290	18	1	
01.06.2004	1	11931	17	1	
01.06.2004	1	15955	11	1	
01.06.2004	1	32273	19	1	
01.06.2004	1	32560	20	1	
01.06.2004	1	52458	14	1	
01.06.2004	1	71804	13	1	
01.06.2004	1	79017	12	1	
01.06.2004	1	79107	12	1	
01.06.2004	1	82548	18	2	
01.06.2004	1	83454	19	1	
01.06.2004	1	83563	16	1	
01.06.2004	2	848	17	1	
01.06.2004	2	10350	11	1	
01.06.2004	2	10350	12	1	
01.06.2004	2	32435	16	1	
01.06.2004	2	32535	17	1	
01.06.2004	2	33448	18	1	
01.06.2004	2	83052	14	1	
02.06.2004	1	828	12	2	
02.06.2004	1	11308	20	1	
02.06.2004	1	15955	9	1	
02.06.2004	1	21269	13	1	
02.06.2004	1	21269	16	1	
02.06.2004	1	31052	13	1	
02.06.2004	1	31052	17	1	
02.06.2004	1	32560	17	3	
02.06.2004	1	36259	19	1	
02.06.2004	1	40358	12	3	
02.06.2004	1	40358	17	1	
02.06.2004	1	45911	18	1	
02.06.2004	1	62773	12	1	
02.06.2004	1	62773	15	1	
02.06.2004	1	62773	18	1	
02.06.2004	1	82154	14	1	
02.06.2004	1	82545	15	2	
02.06.2004	1	82545	17	1	
02.06.2004	1	83480	15	10	
02.06.2004	2	31051	14	1	
02.06.2004	2	54311	21	1	
03.06.2004	1	487	16	1	
03.06.2004	1	11931	12	1	
03.06.2004	1	14185	11	1	
03.06.2004	1	14185	17	1	
03.06.2004	1	20475	10	1	
03.06.2004	1	21269	10	1	
03.06.2004	1	28092	17	1	
03.06.2004	1	31052	19	1	
03.06.2004	1	33050	10	1	
03.06.2004	1	33050	14	1	
03.06.2004	1	33340	11	1	
03.06.2004	1	33340	13	1	
03.06.2004	1	36259	11	1	
03.06.2004	1	40358	18	1	
03.06.2004	1	52458	11	1	
03.06.2004	2	28092	10	1	
03.06.2004	2	32273	12	1	
03.06.2004	2	32436	13	2	
03.06.2004	2	73817	20	1	
03.06.2004	2	83142	12	1	
04.06.2004	1	11931	14	1	
04.06.2004	1	14185	13	1	
04.06.2004	1	33340	16	1	
04.06.2004	1	33340	18	1	
04.06.2004	1	33530	17	1	
04.06.2004	1	43728	17	1	
04.06.2004	1	45810	10	1	
04.06.2004	1	66644	17	1	
04.06.2004	1	79107	20	1	
04.06.2004	1	82548	12	1	
04.06.2004	2	2290	19	1	
04.06.2004	2	10350	21	1	
04.06.2004	2	28558	18	1	
04.06.2004	2	28560	10	1	
04.06.2004	2	32535	19	1	
04.06.2004	2	33340	21	1	
04.06.2004	2	36259	12	1	
04.06.2004	2	43699	14	1	
04.06.2004	2	83052	15	1	
04.06.2004	2	83052	17	1	
04.06.2004	2	83149	10	1	
04.06.2004	2	83563	12	1	
05.06.2004	1	1145	16	2	
05.06.2004	1	1151	13	1	
05.06.2004	1	2827	15	1	
05.06.2004	1	21269	11	1	
05.06.2004	1	27490	19	1	
05.06.2004	1	28560	10	1	
05.06.2004	1	31052	10	1	
05.06.2004	1	32427	15	1	
05.06.2004	1	32436	9	2	
05.06.2004	1	40358	12	1	
05.06.2004	1	65841	20	1	
05.06.2004	1	70284	17	1	
05.06.2004	1	71804	12	1	
05.06.2004	1	71804	15	1	
05.06.2004	1	79052	10	3	
05.06.2004	2	10350	15	1	
05.06.2004	2	15955	16	2	
05.06.2004	2	24061	11	1	
05.06.2004	2	27498	17	1	
05.06.2004	2	28092	18	1	
05.06.2004	2	79038	18	1	
05.06.2004	2	83215	19	1	
05.06.2004	2	83563	12	1	
06.06.2004	1	2827	18	1	
06.06.2004	1	24910	18	4	
06.06.2004	1	28560	20	1	
06.06.2004	1	31052	14	1	
06.06.2004	1	32427	14	1	
06.06.2004	1	32435	11	2	
06.06.2004	1	33530	15	1	
06.06.2004	1	57922	16	1	
06.06.2004	1	57923	16	1	
06.06.2004	1	65840	12	1	
06.06.2004	1	71804	13	2	
06.06.2004	1	82548	15	3	
06.06.2004	1	82548	18	1	
06.06.2004	2	31051	20	1	
06.06.2004	2	33340	21	1	
06.06.2004	2	33534	17	2	
06.06.2004	2	43699	20	2	
06.06.2004	2	73817	14	1	
06.06.2004	2	83480	15	8	
06.06.2004	2	84522	17	1	
07.06.2004	1	12007	19	1	
07.06.2004	1	14185	9	1	
07.06.2004	1	21269	20	1	
07.06.2004	1	31052	9	1	
07.06.2004	1	31052	12	1	
07.06.2004	1	40358	19	1	
07.06.2004	1	66644	20	1	
07.06.2004	1	69350	9	1	
07.06.2004	1	82545	20	1	
07.06.2004	1	82628	13	3	
07.06.2004	2	828	20	1	
07.06.2004	2	10258	19	1	
07.06.2004	2	21270	20	1	
07.06.2004	2	27498	19	1	
07.06.2004	2	31052	17	1	
07.06.2004	2	32270	20	1	
07.06.2004	2	32427	13	1	
07.06.2004	2	32435	20	1	
07.06.2004	2	33513	18	2	
07.06.2004	2	33534	18	1	
08.06.2004	1	828	14	2	
08.06.2004	1	28092	15	2	
08.06.2004	1	31052	14	1	
08.06.2004	1	43728	11	2	
08.06.2004	1	70284	20	1	
08.06.2004	1	71804	20	1	
08.06.2004	1	82545	18	1	
08.06.2004	1	82628	16	2	
08.06.2004	1	83983	17	1	
08.06.2004	2	32535	19	2	
08.06.2004	2	41527	19	1	
08.06.2004	2	71804	18	1	
08.06.2004	2	75406	18	1	
09.06.2004	1	828	11	5	
09.06.2004	1	11846	15	2	
09.06.2004	1	11931	17	1	
09.06.2004	1	24909	13	1	
09.06.2004	1	33338	13	1	
09.06.2004	1	34687	18	1	
09.06.2004	1	43728	10	2	
09.06.2004	1	52458	15	1	
09.06.2004	1	57168	19	1	
09.06.2004	1	58592	10	1	
